title,score,score_phrase,platform,genre,release_year,release_month,release_day
LEGO Star Wars II: The Original Trilogy,8.4,Great,GameCube,"Action, Adventure",2006,9,7
Law & Order: Justice Is Served,8.4,Great,PC,Adventure,2004,10,20
Looney Tunes Racing,8.4,Great,PlayStation,Racing,2000,11,7
MLB Power Pros,8.4,Great,PlayStation 2,"Sports, Action",2007,10,8
MLB Power Pros,8.4,Great,Wii,"Sports, Action",2007,10,8
MLB Power Pros 2008,8.4,Great,Wii,"Sports, Action",2008,7,28
MLB Power Pros 2008,8.4,Great,PlayStation 2,"Sports, Action",2008,7,28
MTV Music Generator 3: This is the Remix,8.4,Great,Xbox,Music,2004,7,19
MX Superfly,8.4,Great,PlayStation 2,Racing,2002,6,14
Mad Max,8.4,Great,PlayStation 4,Action,2015,8,31
Madden NFL 2000,8.4,Great,Nintendo 64,Sports,1999,9,2
Majesty: The Fantasy Kingdom,8.4,Great,PC,Strategy,2000,4,4
Marvel vs. Capcom 2: New Age of Heroes,8.4,Great,PlayStation 2,Fighting,2002,11,18
Massive Assault,8.4,Great,PC,Strategy,2003,10,21
Medal of Honor Heroes,8.4,Great,PlayStation Portable,Shooter,2006,10,23
Medal of Honor Heroes 2,8.4,Great,Wii,Shooter,2007,11,8
Medal of Honor Heroes 2,8.4,Great,PlayStation Portable,Shooter,2007,11,8
Medal of Honor: Allied Assault Spearhead,8.4,Great,PC,Shooter,2002,11,14
Medieval II: Total War Kingdoms,8.4,Great,PC,Strategy,2007,9,10
Medievil II,8.4,Great,PlayStation,Action,2000,5,22
Mega Man Legends,8.4,Great,PlayStation,"Action, Adventure",1998,9,15
Mega Man X: Command Mission,8.4,Great,GameCube,RPG,2004,9,14
Metal Slug Advance,8.4,Great,Game Boy Advance,Shooter,2004,12,9
Midtown Madness,8.4,Great,PC,Racing,1999,6,11
Monaco Grand Prix,8.4,Great,Nintendo 64,Racing,1999,10,18
Monkey Island 2: LeChuck's Revenge -- Special Edition,8.4,Great,iPhone,Adventure,2010,7,7
Mortal Kombat X,8.4,Great,Xbox One,Fighting,2015,4,13
Mortal Kombat X,8.4,Great,PlayStation 4,Fighting,2015,4,13
MotoGP '06,8.4,Great,Xbox 360,Racing,2006,6,9
MotoGP 2,8.4,Great,PC,Racing,2003,6,10
Motocross Madness,8.4,Great,Xbox 360,Racing,2013,4,18
NBA '08,8.4,Great,PlayStation Portable,Sports,2007,9,27
NBA Inside Drive 2004,8.4,Great,Xbox,Sports,2003,12,5
NCAA Football 09,8.4,Great,Xbox 360,Sports,2008,7,15
NCAA Football 09,8.4,Great,PlayStation 3,Sports,2008,7,15
NCAA March Madness 2001,8.4,Great,PlayStation,Sports,2000,12,18
NCAA March Madness 2004,8.4,Great,Xbox,Sports,2003,11,20
NFL Quarterback Club '99,8.4,Great,Nintendo 64,Sports,1998,11,10
NHL 17,8.4,Great,Xbox One,Sports,2016,9,12
NHL 2001,8.4,Great,PlayStation,Sports,2000,9,25
NHL Hitz 20-03,8.4,Great,Xbox,"Sports, Action",2002,9,13
NHL Hitz 20-03,8.4,Great,GameCube,"Sports, Action",2002,9,13
Naruto: Clash of Ninja Revolution,8.4,Great,Wii,Fighting,2007,10,19
Naruto: Rise of a Ninja,8.4,Great,Xbox 360,Adventure,2007,10,29
Naruto: Ultimate Ninja Storm,8.4,Great,PlayStation 3,Fighting,2008,10,31
Naruto: Ultimate Ninja Storm (Limited Edition),8.4,Great,PlayStation 3,Fighting,2008,10,31
New Play Control! Donkey Kong Jungle Beat,8.4,Great,Wii,Strategy,2009,5,6
Ninja Gaiden Sigma 2,8.4,Great,PlayStation 3,Action,2009,9,22
Orcs & Elves,8.4,Great,Wireless,"Action, RPG",2006,7,25
Otogi 2: Immortal Warriors,8.4,Great,Xbox,Action,2004,10,14
Pac-Man: Championship Edition,8.4,Great,Xbox 360,Action,2007,6,6
Peggle Nights,8.4,Great,PC,Puzzle,2008,9,25
Peggle Nights,8.4,Great,Xbox 360,Puzzle,2009,11,23
Perfect Dark Zero,8.4,Great,Xbox 360,Shooter,2005,11,23
Persona 4: Dancing All Night,8.4,Great,PlayStation Vita,Music,2015,9,23
PixelJunk Eden,8.4,Great,PlayStation 3,Platformer,2008,7,31
Port Royale,8.4,Great,PC,Strategy,2003,6,13
Pro Evolution Soccer 2008,8.4,Great,PlayStation 2,Sports,2008,3,19
Pro Evolution Soccer 2014,8.4,Great,Xbox 360,Sports,2013,9,18
Pro Evolution Soccer 2014,8.4,Great,PC,Sports,2013,9,18
Pro Evolution Soccer 2014,8.4,Great,PlayStation 3,Sports,2013,9,18
Pure,8.4,Great,PC,Racing,2008,10,1
Pursuit Force,8.4,Great,PlayStation Portable,"Racing, Action",2006,3,3
Puzzle Quest: Galactrix,8.4,Great,Nintendo DS,Puzzle,2009,2,19
R-Type Dimensions,8.4,Great,Xbox 360,Action,2009,2,4
RC de GO!,8.4,Great,PlayStation,"Racing, Simulation",2000,11,9
Rayman 3: Hoodlum Havoc,8.4,Great,Xbox,Action,2003,3,19
Rent A Hero No. 1,8.4,Great,Dreamcast,"Action, Adventure",2000,5,31
Return of The Incredible Machine: Contraptions,8.4,Great,PC,Puzzle,2000,9,15
Rock Band (Special Edition),8.4,Great,PlayStation 2,Music,2007,12,18
Rock City Empire,8.4,Great,Wireless,Simulation,2007,5,4
Rune Factory 2: A Fantasy Harvest Moon,8.4,Great,Nintendo DS,RPG,2008,12,8
Rune Factory: A Fantasy Harvest Moon,8.4,Great,Nintendo DS,RPG,2007,8,17
Rygar: The Legendary Adventure,8.4,Great,PlayStation 2,"Action, Adventure",2002,11,22
S.C.S. Dangerous Waters,8.4,Great,PC,Simulation,2005,2,28
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,8.4,Great,PlayStation Portable,Shooter,2010,2,2
SSX Blur,8.4,Great,Wii,Sports,2007,2,28
SSX On Tour,8.4,Great,PlayStation Portable,Sports,2005,10,10
Saiyuki: Journey West,8.4,Great,PlayStation,"Strategy, RPG",2001,8,29
Shadow Watch,8.4,Great,PC,Strategy,2000,4,17
Shaun White Snowboarding: Road Trip,8.4,Great,Wii,Sports,2008,11,14
Shaun White Snowboarding: Road Trip (Target Edition),8.4,Great,Wii,Sports,2008,11,25
Sid Meier's Civilization III: Play the World,8.4,Great,PC,Strategy,2002,10,31
Sid Meier's Civilization IV: Warlords,8.4,Great,PC,Strategy,2006,7,31
Silent Hill 2,8.4,Great,PC,"Action, Adventure",2002,12,3
Sim Theme Park,8.4,Great,PC,Strategy,1999,11,19
Siren: Blood Curse -- Full Game,8.4,Great,PlayStation 3,Adventure,2008,8,5
Smuggler's Run: Warzones,8.4,Great,GameCube,"Racing, Action",2002,8,12
SpellForce 2: Shadow Wars,8.4,Great,PC,Strategy,2006,5,31
Spider-Man [2001],8.4,Great,Dreamcast,Action,2001,4,18
Spider-Man: The Movie,8.4,Great,Xbox,Action,2002,4,18
Spider-Man: The Movie,8.4,Great,PlayStation 2,Action,2002,4,17
Star Trek: Elite Force II,8.4,Great,PC,Shooter,2003,6,24
Star Wars Battlefront [2004],8.4,Great,PlayStation 2,Shooter,2004,9,17
Star Wars Racer Revenge,8.4,Great,PlayStation 2,Racing,2002,2,22
Star Wars: Republic Commando: Order 66,8.4,Great,Wireless,Action,2005,11,7
Story of Seasons,8.4,Great,Nintendo 3DS,Simulation,2015,5,1
Street Fighter Collection 2,8.4,Great,PlayStation,"Fighting, Compilation",1998,11,24
Strong Bad's Cool Game for Attractive People -- Episode 3: Baddest of the Bands,8.4,Great,PC,Adventure,2008,10,27
Strong Bad's Cool Game for Attractive People -- Episode 3: Baddest of the Bands,8.4,Great,Wii,Adventure,2008,10,27
Stronghold Crusader,8.4,Great,PC,Strategy,2002,10,8
Summoner 2,8.4,Great,PlayStation 2,RPG,2002,9,17
Super Monkey Ball Deluxe,8.4,Great,Xbox,"Puzzle, Action",2005,3,9
Super Monkey Ball: Banana Blitz,8.4,Great,Wii,Action,2006,11,14
Supreme Commander 2,8.4,Great,PC,Strategy,2010,3,3
Switchball,8.4,Great,Xbox 360,Puzzle,2007,11,8
Syberia II,8.4,Great,Xbox,Adventure,2004,10,14
Syberia II,8.4,Great,PlayStation 2,Adventure,2004,10,27
Tachyon: The Fringe,8.4,Great,PC,Action,2000,5,5
Tak 2: The Staff of Dreams,8.4,Great,Xbox,Platformer,2004,10,11
Tak 2: The Staff of Dreams,8.4,Great,PlayStation 2,Platformer,2004,10,11
Tak 2: The Staff of Dreams,8.4,Great,GameCube,Platformer,2004,10,11
Tetris 64,8.4,Great,Nintendo 64,Puzzle,1999,2,23
The Chessmaster 8000,8.4,Great,PC,Board,2000,12,12
The Elder Scrolls IV: Oblivion,8.4,Great,Wireless,RPG,2006,5,3
The Incredible Hulk: Ultimate Destruction,8.4,Great,Xbox,Action,2005,8,16
The Incredible Hulk: Ultimate Destruction,8.4,Great,PlayStation 2,Action,2005,8,16
The Incredible Hulk: Ultimate Destruction,8.4,Great,GameCube,Action,2005,8,16
The King of Fighters: Dream Match 1999,8.4,Great,Dreamcast,Fighting,1999,10,25
The Orange Box,8.4,Great,PlayStation 3,Compilation,2007,12,11
The Sims: Hot Date,8.4,Great,PC,Simulation,2001,12,6
Theme Park Roller Coaster,8.4,Great,PlayStation 2,Simulation,2000,12,12
This War Of Mine,8.4,Great,PC,Strategy,2014,11,25
Tiger Woods PGA Tour 06,8.4,Great,PlayStation 2,Sports,2005,9,22
Tiger Woods PGA Tour 06,8.4,Great,Xbox,Sports,2005,9,22
Tiger Woods PGA Tour 06,8.4,Great,Wireless,Sports,2005,12,6
Time Crisis 3,8.4,Great,PlayStation 2,Shooter,2003,10,21
Tom Clancy's Ghost Recon: Island Thunder,8.4,Great,PC,Shooter,2002,9,25
Tom Clancy's Ghost Recon: Island Thunder,8.4,Great,Xbox,Shooter,2003,8,8
Tom Clancy's Rainbow Six: Rogue Spear,8.4,Great,Game Boy Advance,Action,2002,4,9
Tom Clancy's Rainbow Six: Vegas,8.4,Great,PC,Shooter,2006,12,15
Tom Clancy's Rainbow Six: Vegas 2,8.4,Great,Xbox 360,Shooter,2008,3,18
Tom Clancy's Rainbow Six: Vegas 2 (Limited Edition),8.4,Great,Xbox 360,Shooter,2008,3,18
Tom Clancy's Splinter Cell Chaos Theory,8.4,Great,PlayStation 2,"Action, Adventure",2005,3,24
Tomodachi Life,8.4,Great,Nintendo 3DS,Simulation,2014,6,6
Top Gear Rally,8.4,Great,Nintendo 64,Racing,1997,10,3
Tourist Trophy: The Real Riding Simulator,8.4,Great,PlayStation 2,Racing,2006,4,3
TrackMania Turbo,8.4,Great,Xbox One,Racing,2016,3,24
TrackMania Turbo,8.4,Great,PlayStation 4,Racing,2016,3,24
Trauma Center: Under the Knife 2,8.4,Great,Nintendo DS,Simulation,2008,6,27
Tropico 2: Pirate Cove,8.4,Great,PC,Simulation,2003,4,21
Tropico 3,8.4,Great,PC,Strategy,2009,10,16
Tsugunai: Atonement,8.4,Great,PlayStation 2,RPG,2001,12,10
Twisted Metal: Head-On: Extra Twisted Edition,8.4,Great,PlayStation 2,"Racing, Shooter",2008,2,1
Ultimate Spider-Man,8.4,Great,PC,Action,2005,9,30
Ultimate Spider-Man,8.4,Great,GameCube,Action,2005,9,22
Ultimate Spider-Man,8.4,Great,Xbox,Action,2005,9,22
Unreal Tournament [1999],8.4,Great,PlayStation 2,Shooter,2000,10,23
Vampire: The Masquerade -- Bloodlines,8.4,Great,PC,RPG,2004,11,17
Velocity Ultra,8.4,Great,PC,Shooter,2013,7,23
Velocity Ultra,8.4,Great,PlayStation 3,Shooter,2013,7,23
Velocity Ultra,8.4,Great,PlayStation Vita,Shooter,2013,7,23
WWE '13,8.4,Great,PlayStation 3,Wrestling,2012,10,29
WWE '13,8.4,Great,Xbox 360,Wrestling,2012,10,29
WWE SmackDown! vs. Raw,8.4,Great,PlayStation 2,Wrestling,2004,10,29
Wacky Races,8.4,Great,Dreamcast,Racing,2000,7,5
Wakeboarding Unleashed Featuring Shaun Murray,8.4,Great,Xbox,Sports,2003,6,4
Wargame: AirLand Battle,8.4,Great,PC,Strategy,2013,6,5
Wario Land: Shake It!,8.4,Great,Wii,Platformer,2008,9,19
Warlords Battlecry,8.4,Great,PC,Strategy,2000,7,21
Wasteland 2,8.4,Great,PC,RPG,2014,9,24
Watch Dogs,8.4,Great,PlayStation 4,Action,2014,5,27
Watch Dogs,8.4,Great,Xbox 360,Action,2014,5,27
Watch Dogs,8.4,Great,Xbox One,Action,2014,5,27
Watch Dogs,8.4,Great,PC,Action,2014,5,27
Wetrix,8.4,Great,Nintendo 64,Puzzle,1998,6,15
Wizards & Warriors [2000],8.4,Great,PC,RPG,2000,9,29
X-Men Legends,8.4,Great,Xbox,"Action, RPG",2004,9,20
X-Men Legends,8.4,Great,PlayStation 2,"Action, RPG",2004,9,20
X-Men Legends,8.4,Great,GameCube,"Action, RPG",2004,9,20
X-Men Legends II: Rise of Apocalypse,8.4,Great,PlayStation Portable,"Action, RPG",2005,10,25
X-Men Legends II: Rise of Apocalypse,8.4,Great,Wireless,Adventure,2005,11,14
XG3 Extreme-G Racing,8.4,Great,PlayStation 2,Racing,2001,8,22
Zeno Clash,8.4,Great,PC,Action,2009,4,24
de Blob,8.4,Great,Wii,Platformer,2008,9,18
.hack//QUARANTINE (Part 4),8.3,Great,PlayStation 2,"Action, RPG",2004,1,13
1701 A.D. (Gold Edition),8.3,Great,PC,Simulation,2008,8,14
2002 FIFA World Cup,8.3,Great,PlayStation 2,Sports,2002,4,23
2010 FIFA World Cup South Africa,8.3,Great,PlayStation 3,Sports,2010,4,26
2010 FIFA World Cup South Africa,8.3,Great,Xbox 360,Sports,2010,4,26
5-Card Draw Multiplayer,8.3,Great,Wireless,Card,2004,9,22
Adventures of Sherlock Holmes: The Silver Earring,8.3,Great,PC,Adventure,2004,10,11
All-Star Baseball 2003,8.3,Great,GameCube,Sports,2002,3,8
American McGee Presents Scrapland,8.3,Great,PC,"Action, Adventure",2004,11,3
Amnesia: A Machine for Pigs,8.3,Great,PC,Adventure,2013,9,10
Ape Escape 3,8.3,Great,PlayStation 2,"Action, Adventure",2006,1,12
Apollo Justice: Ace Attorney,8.3,Great,Nintendo DS,Adventure,2008,2,19
Arcana Heart,8.3,Great,PlayStation 2,Fighting,2008,4,4
Arena Football,8.3,Great,Xbox,Sports,2006,2,3
Armed & Dangerous,8.3,Great,PC,Action,2003,12,3
Assassin's Creed: Altair's Chronicles,8.3,Great,iPhone,Action,2009,4,23
Avalon Code,8.3,Great,Nintendo DS,"Action, RPG",2009,3,6
Baldur's Gate II -- Enhanced Edition,8.3,Great,PC,RPG,2013,11,27
Band Hero,8.3,Great,Wii,Music,2009,11,3
Band Hero (Band Kit),8.3,Great,Wii,Music,2009,11,3
Banished,8.3,Great,PC,Simulation,2014,2,21
Banjo-Kazooie: Nuts & Bolts,8.3,Great,Xbox 360,Platformer,2008,11,5
Baten Kaitos Origins,8.3,Great,GameCube,"Card, RPG",2006,9,25
Beyond Atlantis II: The New World,8.3,Great,PC,Adventure,2001,12,10
Bookworm Adventures Volume 2,8.3,Great,PC,Adventure,2009,7,30
Brain Challenge,8.3,Great,Wireless,"Educational, Puzzle",2006,9,21
Breath of Fire II,8.3,Great,Game Boy Advance,RPG,2002,4,15
Bruce Lee: Dragon Warrior HD,8.3,Great,iPad,"Fighting, Action",2010,6,4
"Burn, Zombie, Burn!",8.3,Great,PlayStation 3,Action,2009,3,27
Buzz!: The Hollywood Quiz,8.3,Great,PlayStation 2,Trivia,2008,2,14
Call of Duty: World at War,8.3,Great,Nintendo DS,Shooter,2008,11,12
Chocolate Shop Frenzy,8.3,Great,iPhone,Puzzle,2009,1,14
"Codename: Panzers, Phase One",8.3,Great,PC,Strategy,2004,9,16
College Hoops 2K6,8.3,Great,Xbox,Sports,2005,11,28
College Hoops 2K7,8.3,Great,PlayStation 3,Sports,2007,3,6
Dead Head Fred,8.3,Great,PlayStation Portable,Action,2007,9,6
Dead Rising,8.3,Great,Xbox 360,Action,2006,8,7
Dead Rising 3,8.3,Great,Xbox One,Action,2013,11,18
Dead Rising 3,8.3,Great,PC,Action,2014,9,4
Deus Ex: Human Revolution -- Director's Cut,8.3,Great,Wii U,Shooter,2013,10,22
Devil's Attorney,8.3,Great,Android,Strategy,2012,10,17
Devil's Attorney,8.3,Great,iPhone,Strategy,2012,10,17
Diablo II,8.3,Great,PC,"Action, RPG",2000,7,7
Diablo II,8.3,Great,Macintosh,"Action, RPG",2002,6,7
Downstream Panic!,8.3,Great,PlayStation Portable,Puzzle,2008,2,6
Dragon Ball Z Budokai Tenkaichi 2,8.3,Great,Wii,Fighting,2006,11,21
Dragon Ball Z Budokai Tenkaichi 2,8.3,Great,PlayStation 2,Fighting,2006,11,21
Dream Studio,8.3,Great,Dreamcast,Other,2000,11,29
Dungeon Siege: Throne of Agony,8.3,Great,PlayStation Portable,RPG,2006,11,3
Dungeons & Dragons: Chronicles of Mystara,8.3,Great,Xbox 360,Action,2013,6,27
Dungeons & Dragons: Chronicles of Mystara,8.3,Great,PC,Action,2013,6,27
Dungeons & Dragons: Chronicles of Mystara,8.3,Great,Wii U,Action,2013,6,27
Dungeons & Dragons: Chronicles of Mystara,8.3,Great,PlayStation 3,Action,2013,6,27
Dungeons & Dragons: Heroes,8.3,Great,Xbox,"Action, RPG",2003,9,19
Dynasty Tactics 2,8.3,Great,PlayStation 2,Strategy,2003,9,23
Elebits,8.3,Great,Wii,Action,2006,12,11
Elemental Gearbolt,8.3,Great,PlayStation,Action,1998,8,24
Endless Legend,8.3,Great,PC,Strategy,2014,9,23
Eternal Sonata,8.3,Great,Xbox 360,RPG,2007,9,13
Eurofighter Typhoon,8.3,Great,PC,"Flight, Action",2001,8,3
Expert Pool,8.3,Great,PC,Sports,1999,9,22
F-1 World Grand Prix,8.3,Great,Nintendo 64,Racing,1998,7,27
F-1 World Grand Prix,8.3,Great,PC,Racing,2000,7,11
F.E.A.R. 2: Project Origin,8.3,Great,PC,Shooter,2009,2,10
FIFA 15,8.3,Great,Xbox One,Sports,2014,9,23
FIFA 15,8.3,Great,PlayStation 4,Sports,2014,9,23
FIFA Soccer 2003,8.3,Great,PlayStation 2,Sports,2002,11,1
FIFA Soccer 2004,8.3,Great,GameCube,Sports,2003,11,7
FIFA Soccer 2004,8.3,Great,Xbox,Sports,2003,11,10
Fallout 4: Far Harbor,8.3,Great,PC,RPG,2016,5,21
Fallout Tactics: Brotherhood of Steel,8.3,Great,PC,Strategy,2001,3,27
Far Cry Instincts Predator,8.3,Great,Xbox 360,Shooter,2006,3,30
Fight Night Round 3,8.3,Great,PlayStation 3,Sports,2006,12,4
Final Fantasy Fables: Chocobo Tales,8.3,Great,Nintendo DS,Adventure,2007,4,3
Final Fantasy XII: Revenant Wings,8.3,Great,Nintendo DS,"Strategy, RPG",2007,11,21
FlatOut 2,8.3,Great,PC,Racing,2006,8,3
FlatOut 2,8.3,Great,Xbox,Racing,2006,7,31
FlatOut 2,8.3,Great,PlayStation 2,Racing,2006,7,31
Flying Heroes,8.3,Great,PC,"Flight, Action",2000,6,9
Fur Fighters,8.3,Great,Dreamcast,Shooter,2000,6,23
Fur Fighters,8.3,Great,PC,Action,2000,11,29
Future Cop: L.A.P.D.,8.3,Great,PlayStation,Action,1998,9,16
Fuzion Frenzy,8.3,Great,Xbox,Party,2001,11,8
"Gabriel Knight III: Blood of the Sacred, Blood of the Damned",8.3,Great,PC,Adventure,1999,12,3
Galak-Z,8.3,Great,PlayStation 4,Shooter,2015,8,11
Genma Onimusha,8.3,Great,Xbox,"Action, Adventure",2002,1,30
Geoff Crammond's Grand Prix 4,8.3,Great,PC,Racing,2002,9,12
Geometry Wars: Retro Evolved 2,8.3,Great,Xbox 360,Shooter,2008,7,30
Gladius,8.3,Great,Xbox,"Strategy, RPG",2003,10,29
Glover,8.3,Great,Nintendo 64,Platformer,1998,11,9
Grand Theft Auto: San Andreas,8.3,Great,iPhone,"Action, Adventure",2013,12,18
Green Day: Rock Band,8.3,Great,PlayStation 3,Music,2010,6,8
Green Day: Rock Band,8.3,Great,Xbox 360,Music,2010,6,8
Gretzky NHL 2005,8.3,Great,PlayStation 2,Sports,2004,12,1
Grid,8.3,Great,Nintendo DS,Racing,2008,8,7
Grid Autosport,8.3,Great,Xbox 360,Racing,2014,6,24
Grid Autosport,8.3,Great,PlayStation 3,Racing,2014,6,24
Grid Autosport,8.3,Great,PC,Racing,2014,6,24
Guilty Gear XX Accent Core Plus,8.3,Great,Xbox 360,Fighting,2012,12,7
Guilty Gear XX Accent Core Plus,8.3,Great,PlayStation 3,Fighting,2012,12,7
Gyromancer,8.3,Great,Xbox 360,Action,2009,11,17
Harvest Moon: A New Beginning,8.3,Great,Nintendo 3DS,Adventure,2012,11,1
IL-2 Sturmovik,8.3,Great,PC,Simulation,2001,11,28
Ibb & Obb,8.3,Great,PlayStation 3,Platformer,2013,8,7
Ikaruga,8.3,Great,GameCube,Shooter,2003,4,9
Impossible Creatures [2003],8.3,Great,PC,Strategy,2003,1,9
Insaniquarium,8.3,Great,Wireless,Virtual Pet,2006,3,9
Jarrett and Labonte Stock Car Racing,8.3,Great,PlayStation,Racing,2000,10,17
Joint Operations: Escalation,8.3,Great,PC,Shooter,2004,11,23
K-1 World Grand Prix,8.3,Great,PlayStation 2,Fighting,2003,7,18
Karaoke Revolution Presents American Idol Encore (Game Only Edition),8.3,Great,PlayStation 2,Music,2008,2,7
Karaoke Revolution [2004],8.3,Great,Xbox,Music,2004,11,16
Kentucky Route Zero: Act 1,8.3,Great,PC,Adventure,2013,1,11
Kingpin: Life of Crime,8.3,Great,PC,Action,1999,7,16
Knockout Kings 2003,8.3,Great,GameCube,Sports,2002,10,9
Kohan: Ahriman's Gift,8.3,Great,PC,Strategy,2001,12,4
Legend of Mana,8.3,Great,PlayStation,RPG,2000,6,6
MDK2,8.3,Great,PC,Action,2000,6,7
MLB 06: The Show,8.3,Great,PlayStation Portable,Sports,2006,3,1
MLB SlugFest 20-03,8.3,Great,PlayStation 2,"Sports, Action",2002,6,25
MTX: Mototrax,8.3,Great,PC,Sports,2004,11,8
MVP Baseball 2003,8.3,Great,PC,Sports,2003,4,3
MX 2002 Featuring Ricky Carmichael,8.3,Great,PlayStation 2,Racing,2001,7,3
MX vs. ATV Unleashed: On the Edge,8.3,Great,PlayStation Portable,Racing,2006,2,27
Madden NFL 07,8.3,Great,PlayStation 2,Sports,2006,8,22
Madden NFL 07,8.3,Great,Xbox,Sports,2006,8,22
Madden NFL 07,8.3,Great,PC,Sports,2006,8,22
Madden NFL 07,8.3,Great,GameCube,Sports,2006,8,23
Madden NFL 07,8.3,Great,PlayStation 3,Sports,2006,11,16
Madden NFL 07: Hall of Fame Edition,8.3,Great,PlayStation 2,Sports,2006,8,22
Madden NFL 13,8.3,Great,Wii,Sports,2012,11,21
Madden NFL 13,8.3,Great,Wii U,Sports,2012,11,21
Manhunt,8.3,Great,PC,Action,2004,4,20
Manhunt,8.3,Great,Xbox,Action,2004,4,20
Mario Golf,8.3,Great,Nintendo 64,"Sports, Action",1999,7,28
Mario Strikers Charged,8.3,Great,Wii,Sports,2007,7,27
Mega Man X: Command Mission,8.3,Great,PlayStation 2,RPG,2004,9,14
Metal Arms: Glitch in the System,8.3,Great,Xbox,Shooter,2003,11,7
Metal Arms: Glitch in the System,8.3,Great,PlayStation 2,Shooter,2003,11,7
Metal Arms: Glitch in the System,8.3,Great,GameCube,Shooter,2003,11,6
Metal Gear Solid Digital Graphic Novel,8.3,Great,PlayStation Portable,Adventure,2006,6,13
Modern Combat: Sandstorm,8.3,Great,iPhone,Shooter,2009,9,10
Monster Hunter Freedom 2,8.3,Great,PlayStation Portable,Action,2007,8,28
MotoGP 2,8.3,Great,Wireless,Racing,2004,9,15
MotorStorm: Pacific Rift,8.3,Great,PlayStation 3,Racing,2008,10,17
Ms. Pac-Man Maze Madness,8.3,Great,PlayStation,Action,2000,9,14
Muppet Race Mania,8.3,Great,PlayStation,Racing,2000,10,4
NASCAR Thunder 2002,8.3,Great,PlayStation 2,Racing,2001,10,16
NASCAR: Dirt to Daytona,8.3,Great,GameCube,Racing,2002,11,18
NASCAR: Dirt to Daytona,8.3,Great,PlayStation 2,Racing,2002,11,14
NBA 2K7,8.3,Great,Xbox 360,Sports,2006,9,21
NBA In the Zone '99,8.3,Great,PlayStation,Sports,1999,4,29
NBA Live 2001,8.3,Great,PC,Sports,2001,2,22
NBA ShootOut 2000,8.3,Great,PlayStation,Sports,1999,12,22
NCAA Football 08,8.3,Great,Xbox 360,Sports,2007,7,19
NCAA Football 10,8.3,Great,Xbox 360,Sports,2009,7,13
NCAA Football 10,8.3,Great,PlayStation 3,Sports,2009,7,13
NCAA Football 2001,8.3,Great,PlayStation,Sports,2000,8,1
NFL 2K2,8.3,Great,Xbox,Sports,2002,1,9
NFL Blitz 2000,8.3,Great,Dreamcast,"Sports, Action",1999,9,8
NFL GameDay 2000,8.3,Great,PlayStation,Sports,1999,8,23
NHL 14,8.3,Great,PlayStation 3,Sports,2013,9,6
NHL 14,8.3,Great,Xbox 360,Sports,2013,9,6
NHL 2005,8.3,Great,GameCube,Sports,2004,9,20
NHL 2005,8.3,Great,PlayStation 2,Sports,2004,9,20
NHL 2005,8.3,Great,Xbox,Sports,2004,9,20
NHL 2K7,8.3,Great,Xbox,Sports,2006,9,12
NHL 2K7,8.3,Great,PlayStation 2,Sports,2006,10,30
NHL 5-on-5 2006,8.3,Great,Wireless,Sports,2005,10,12
Naruto: The Broken Bond,8.3,Great,Xbox 360,"Action, Adventure",2008,11,18
Need for Speed Underground 2,8.3,Great,GameCube,Racing,2004,11,12
Need for Speed: Porsche Unleashed,8.3,Great,PlayStation,Racing,2000,4,11
Neverwinter Nights 2: Storm of Zehir,8.3,Great,PC,RPG,2008,12,1
Nightmare Creatures II,8.3,Great,PlayStation,Adventure,2000,5,30
Otogi: Myth of Demons,8.3,Great,Xbox,Action,2003,8,22
Paper Mario: Sticker Star,8.3,Great,Nintendo 3DS,RPG,2012,11,6
PayDay 2: Crimewave Edition,8.3,Great,PlayStation 4,Shooter,2015,7,2
PayDay 2: Crimewave Edition,8.3,Great,Xbox One,Shooter,2015,7,2
